Crystallize 1.4 log for model PM3_150728_2021
Run began at: Wed Jul 29 07:32:34 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1438173154

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 2.33046e-09 g at index (77,112,62) at time 11.438 m.y.
Uncompensated deficit of 7.34997e-09 g at index (18,8,119) at time 11.442 m.y.
Uncompensated deficit of 5.22572e-09 g at index (9,87,42) at time 11.444 m.y.
Uncompensated deficit of 7.7621e-09 g at index (117,59,23) at time 11.446 m.y.
Uncompensated deficit of 6.55564e-09 g at index (72,120,66) at time 11.450 m.y.
Uncompensated deficit of 4.09144e-09 g at index (73,121,66) at time 11.454 m.y.
Uncompensated deficit of 8.07083e-09 g at index (130,80,131) at time 11.454 m.y.
Uncompensated deficit of 9.25699e-09 g at index (72,119,65) at time 11.456 m.y.
Uncompensated deficit of 2.60989e-09 g at index (67,123,73) at time 11.458 m.y.
Uncompensated deficit of 2.21881e-09 g at index (17,5,121) at time 11.458 m.y.
Uncompensated deficit of 1.01509e-08 g at index (62,23,138) at time 11.458 m.y.
Uncompensated deficit of 1.15953e-08 g at index (71,117,65) at time 11.460 m.y.
Uncompensated deficit of 6.58646e-09 g at index (73,120,65) at time 11.460 m.y.
Uncompensated deficit of 2.06875e-10 g at index (18,120,121) at time 11.462 m.y.
Uncompensated deficit of 1.01133e-08 g at index (73,119,64) at time 11.466 m.y.
Uncompensated deficit of 5.63814e-09 g at index (94,137,117) at time 11.466 m.y.
Uncompensated deficit of 2.45446e-09 g at index (71,118,66) at time 11.470 m.y.
Uncompensated deficit of 6.68803e-09 g at index (72,121,68) at time 11.472 m.y.
Uncompensated deficit of 2.92396e-09 g at index (17,9,119) at time 11.474 m.y.
Uncompensated deficit of 1.46571e-09 g at index (20,7,118) at time 11.478 m.y.
Uncompensated deficit of 4.33896e-09 g at index (74,121,65) at time 11.480 m.y.
Uncompensated deficit of 9.39168e-09 g at index (73,122,68) at time 11.484 m.y.
Uncompensated deficit of 2.62229e-10 g at index (118,63,20) at time 11.486 m.y.
Uncompensated deficit of 6.86808e-09 g at index (71,120,68) at time 11.486 m.y.
Uncompensated deficit of 4.56468e-09 g at index (18,4,121) at time 11.486 m.y.
Uncompensated deficit of 4.80663e-09 g at index (74,120,64) at time 11.488 m.y.
Uncompensated deficit of 2.27227e-09 g at index (74,119,63) at time 11.492 m.y.
Time = 11500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 7.87809e-09 g at index (28,130,21) at time 11.506 m.y.
Uncompensated deficit of 7.16837e-09 g at index (124,103,93) at time 11.506 m.y.
Uncompensated deficit of 1.16305e-09 g at index (70,118,67) at time 11.510 m.y.
Uncompensated deficit of 3.64756e-09 g at index (21,6,118) at time 11.510 m.y.
Uncompensated deficit of 6.00083e-09 g at index (24,68,18) at time 11.512 m.y.
Uncompensated deficit of 5.16449e-09 g at index (99,5,75) at time 11.514 m.y.
Uncompensated deficit of 9.19786e-10 g at index (23,69,19) at time 11.518 m.y.
Uncompensated deficit of 4.51492e-09 g at index (70,119,68) at time 11.520 m.y.
Uncompensated deficit of 4.81907e-09 g at index (25,59,97) at time 11.520 m.y.
Uncompensated deficit of 7.43246e-09 g at index (15,6,122) at time 11.520 m.y.
Uncompensated deficit of 3.33953e-09 g at index (124,106,95) at time 11.524 m.y.
Uncompensated deficit of 3.48717e-09 g at index (20,9,117) at time 11.524 m.y.
Uncompensated deficit of 5.7689e-09 g at index (26,132,22) at time 11.526 m.y.
Uncompensated deficit of 1.54504e-08 g at index (125,106,94) at time 11.526 m.y.
Uncompensated deficit of 4.49838e-09 g at index (98,6,75) at time 11.528 m.y.
Uncompensated deficit of 3.38521e-09 g at index (123,104,94) at time 11.528 m.y.
Uncompensated deficit of 4.43614e-09 g at index (27,132,21) at time 11.530 m.y.
Uncompensated deficit of 1.09725e-08 g at index (75,123,67) at time 11.530 m.y.
Uncompensated deficit of 7.7684e-09 g at index (125,105,93) at time 11.530 m.y.
Uncompensated deficit of 9.1681e-09 g at index (124,105,94) at time 11.530 m.y.
Uncompensated deficit of 1.02595e-08 g at index (21,8,117) at time 11.530 m.y.
Uncompensated deficit of 6.9905e-09 g at index (70,123,72) at time 11.532 m.y.
Uncompensated deficit of 6.41013e-09 g at index (23,67,18) at time 11.534 m.y.
Uncompensated deficit of 7.09079e-09 g at index (25,132,23) at time 11.536 m.y.
Uncompensated deficit of 1.23745e-08 g at index (114,59,25) at time 11.536 m.y.
Uncompensated deficit of 7.90418e-09 g at index (98,7,76) at time 11.540 m.y.
Uncompensated deficit of 1.68234e-08 g at index (123,106,96) at time 11.540 m.y.
Uncompensated deficit of 1.68597e-09 g at index (17,3,122) at time 11.542 m.y.
Uncompensated deficit of 2.46436e-09 g at index (115,58,26) at time 11.544 m.y.
Uncompensated deficit of 2.3604e-09 g at index (126,104,92) at time 11.544 m.y.
Uncompensated deficit of 4.97049e-09 g at index (93,135,114) at time 11.544 m.y.
Uncompensated deficit of 4.65391e-09 g at index (123,105,95) at time 11.546 m.y.
Uncompensated deficit of 8.13898e-09 g at index (24,67,17) at time 11.550 m.y.
Uncompensated deficit of 5.17767e-09 g at index (25,68,17) at time 11.550 m.y.
Uncompensated deficit of 5.66869e-10 g at index (70,121,70) at time 11.552 m.y.
Uncompensated deficit of 2.13238e-09 g at index (25,61,98) at time 11.554 m.y.
Uncompensated deficit of 1.4452e-08 g at index (21,11,115) at time 11.554 m.y.
Uncompensated deficit of 4.63485e-09 g at index (25,134,22) at time 11.556 m.y.
Uncompensated deficit of 1.00743e-08 g at index (70,122,71) at time 11.556 m.y.
Uncompensated deficit of 2.98742e-09 g at index (22,10,115) at time 11.558 m.y.
Uncompensated deficit of 1.31175e-09 g at index (14,7,122) at time 11.560 m.y.
Uncompensated deficit of 6.02346e-09 g at index (26,134,21) at time 11.562 m.y.
Uncompensated deficit of 4.11225e-09 g at index (64,81,25) at time 11.566 m.y.
Uncompensated deficit of 6.70305e-09 g at index (21,10,116) at time 11.566 m.y.
Uncompensated deficit of 3.41094e-09 g at index (63,82,26) at time 11.568 m.y.
Uncompensated deficit of 5.49044e-09 g at index (24,131,24) at time 11.570 m.y.
Uncompensated deficit of 5.87314e-09 g at index (83,122,67) at time 11.570 m.y.
Uncompensated deficit of 7.63226e-09 g at index (69,121,71) at time 11.572 m.y.
Uncompensated deficit of 7.29686e-09 g at index (65,82,25) at time 11.574 m.y.
Uncompensated deficit of 3.3147e-09 g at index (20,11,116) at time 11.576 m.y.
Uncompensated deficit of 4.8576e-09 g at index (27,134,20) at time 11.580 m.y.
Uncompensated deficit of 2.96403e-09 g at index (62,83,27) at time 11.582 m.y.
Uncompensated deficit of 3.19633e-09 g at index (65,83,26) at time 11.586 m.y.
Uncompensated deficit of 4.06854e-09 g at index (74,124,70) at time 11.586 m.y.
Uncompensated deficit of 6.98069e-09 g at index (64,80,24) at time 11.588 m.y.
Uncompensated deficit of 5.71339e-09 g at index (82,123,68) at time 11.588 m.y.
Uncompensated deficit of 3.70336e-09 g at index (84,121,66) at time 11.592 m.y.
Uncompensated deficit of 1.02998e-08 g at index (23,133,24) at time 11.598 m.y.
Uncompensated deficit of 3.25243e-09 g at index (64,84,27) at time 11.600 m.y.
Uncompensated deficit of 8.77929e-09 g at index (25,67,16) at time 11.602 m.y.
Uncompensated deficit of 2.78341e-09 g at index (60,77,3) at time 11.608 m.y.
Uncompensated deficit of 2.7436e-09 g at index (62,80,25) at time 11.608 m.y.
Uncompensated deficit of 5.89107e-09 g at index (61,76,5) at time 11.616 m.y.
Uncompensated deficit of 1.08476e-08 g at index (23,131,25) at time 11.620 m.y.
Uncompensated deficit of 2.12016e-09 g at index (64,79,23) at time 11.626 m.y.
Uncompensated deficit of 3.50265e-09 g at index (58,76,3) at time 11.638 m.y.
Uncompensated deficit of 8.36292e-09 g at index (67,81,23) at time 11.642 m.y.
Uncompensated deficit of 1.09597e-08 g at index (22,133,25) at time 11.642 m.y.
Uncompensated deficit of 2.47774e-09 g at index (98,114,66) at time 11.642 m.y.
Uncompensated deficit of 4.09306e-09 g at index (58,75,4) at time 11.648 m.y.
Uncompensated deficit of 7.56844e-09 g at index (21,132,26) at time 11.652 m.y.
Uncompensated deficit of 5.02206e-09 g at index (70,87,47) at time 11.654 m.y.
Uncompensated deficit of 1.70718e-08 g at index (98,113,67) at time 11.654 m.y.
Uncompensated deficit of 5.37457e-09 g at index (69,86,48) at time 11.658 m.y.
Uncompensated deficit of 9.67037e-10 g at index (79,124,66) at time 11.660 m.y.
Uncompensated deficit of 3.65686e-09 g at index (68,87,48) at time 11.662 m.y.
Uncompensated deficit of 7.81362e-09 g at index (86,119,65) at time 11.662 m.y.
Uncompensated deficit of 4.08633e-09 g at index (71,86,47) at time 11.676 m.y.
Uncompensated deficit of 6.4329e-09 g at index (70,88,46) at time 11.678 m.y.
Uncompensated deficit of 7.88254e-09 g at index (18,60,96) at time 11.682 m.y.
Uncompensated deficit of 7.04476e-09 g at index (71,87,46) at time 11.686 m.y.
Uncompensated deficit of 8.46349e-10 g at index (113,57,96) at time 11.688 m.y.
Uncompensated deficit of 4.2361e-10 g at index (69,89,46) at time 11.690 m.y.
Uncompensated deficit of 4.09752e-10 g at index (67,88,48) at time 11.690 m.y.
Uncompensated deficit of 6.45054e-10 g at index (68,86,49) at time 11.692 m.y.
Uncompensated deficit of 9.37729e-09 g at index (19,62,97) at time 11.696 m.y.
Uncompensated deficit of 2.30971e-09 g at index (69,85,49) at time 11.702 m.y.
Uncompensated deficit of 3.08619e-09 g at index (115,56,96) at time 11.702 m.y.
Uncompensated deficit of 2.58733e-09 g at index (113,56,97) at time 11.704 m.y.
Uncompensated deficit of 7.35322e-09 g at index (67,87,49) at time 11.708 m.y.
Uncompensated deficit of 2.56126e-09 g at index (72,85,47) at time 11.714 m.y.
Uncompensated deficit of 2.81279e-09 g at index (115,57,95) at time 11.714 m.y.
Uncompensated deficit of 1.65977e-09 g at index (114,55,97) at time 11.714 m.y.
Uncompensated deficit of 6.49764e-10 g at index (114,58,95) at time 11.716 m.y.
Uncompensated deficit of 3.17471e-10 g at index (112,58,96) at time 11.718 m.y.
Uncompensated deficit of 4.79468e-10 g at index (116,55,96) at time 11.720 m.y.
Uncompensated deficit of 9.12144e-09 g at index (71,88,45) at time 11.722 m.y.
Uncompensated deficit of 2.37762e-09 g at index (116,56,95) at time 11.722 m.y.
Uncompensated deficit of 5.05272e-09 g at index (70,89,45) at time 11.726 m.y.
Uncompensated deficit of 9.33007e-10 g at index (117,55,95) at time 11.730 m.y.
Uncompensated deficit of 1.04439e-09 g at index (115,54,97) at time 11.738 m.y.
Uncompensated deficit of 2.42083e-09 g at index (72,84,48) at time 11.744 m.y.
Uncompensated deficit of 7.43441e-09 g at index (66,89,48) at time 11.744 m.y.
Uncompensated deficit of 4.0089e-10 g at index (7,24,9) at time 11.746 m.y.
Uncompensated deficit of 6.97992e-09 g at index (118,55,94) at time 11.746 m.y.
Uncompensated deficit of 2.53271e-09 g at index (118,53,95) at time 11.746 m.y.
Uncompensated deficit of 9.46912e-09 g at index (113,55,98) at time 11.746 m.y.
Time = 11750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 6.43694e-09 g at index (68,85,50) at time 11.750 m.y.
Uncompensated deficit of 1.89231e-09 g at index (117,53,96) at time 11.750 m.y.
Uncompensated deficit of 8.23905e-09 g at index (67,86,50) at time 11.752 m.y.
Uncompensated deficit of 8.33769e-09 g at index (119,52,94) at time 11.764 m.y.
Uncompensated deficit of 8.81527e-09 g at index (66,90,47) at time 11.766 m.y.
Uncompensated deficit of 2.24196e-09 g at index (116,53,97) at time 11.766 m.y.
Uncompensated deficit of 6.4142e-09 g at index (114,54,98) at time 11.766 m.y.
Uncompensated deficit of 8.30141e-09 g at index (111,56,98) at time 11.766 m.y.
Uncompensated deficit of 1.44254e-08 g at index (40,138,102) at time 11.768 m.y.
Uncompensated deficit of 6.64915e-10 g at index (7,23,8) at time 11.770 m.y.
Uncompensated deficit of 1.24716e-09 g at index (69,84,50) at time 11.770 m.y.
Uncompensated deficit of 1.57588e-09 g at index (4,24,10) at time 11.778 m.y.
Uncompensated deficit of 1.56427e-09 g at index (8,60,69) at time 11.788 m.y.
Uncompensated deficit of 4.15935e-09 g at index (41,138,103) at time 11.788 m.y.
Uncompensated deficit of 9.57631e-09 g at index (74,84,47) at time 11.790 m.y.
Uncompensated deficit of 3.35236e-09 g at index (102,55,48) at time 11.792 m.y.
Uncompensated deficit of 7.53352e-09 g at index (57,97,25) at time 11.802 m.y.
Uncompensated deficit of 7.13297e-09 g at index (88,35,54) at time 11.806 m.y.
Uncompensated deficit of 9.30848e-09 g at index (7,22,7) at time 11.826 m.y.
Uncompensated deficit of 1.21325e-08 g at index (7,62,68) at time 11.846 m.y.
Uncompensated deficit of 1.39227e-09 g at index (6,61,68) at time 11.848 m.y.
Uncompensated deficit of 5.52261e-09 g at index (121,52,91) at time 11.868 m.y.
Uncompensated deficit of 2.73067e-09 g at index (91,5,42) at time 11.876 m.y.
Uncompensated deficit of 8.93842e-09 g at index (65,92,45) at time 11.884 m.y.
Uncompensated deficit of 4.842e-09 g at index (37,58,95) at time 11.890 m.y.
Uncompensated deficit of 1.00833e-08 g at index (87,93,103) at time 11.892 m.y.
Uncompensated deficit of 1.24657e-09 g at index (38,60,95) at time 11.900 m.y.
Uncompensated deficit of 9.66559e-11 g at index (37,60,96) at time 11.904 m.y.
Uncompensated deficit of 3.97348e-09 g at index (23,124,44) at time 11.910 m.y.
Uncompensated deficit of 7.05229e-09 g at index (38,58,94) at time 11.910 m.y.
Uncompensated deficit of 6.6201e-09 g at index (39,60,94) at time 11.934 m.y.
Uncompensated deficit of 8.4717e-09 g at index (36,60,97) at time 11.946 m.y.
Uncompensated deficit of 1.48907e-08 g at index (22,124,46) at time 11.950 m.y.
Uncompensated deficit of 3.81896e-09 g at index (110,123,26) at time 11.954 m.y.
Uncompensated deficit of 9.45068e-09 g at index (22,125,48) at time 11.956 m.y.
Uncompensated deficit of 6.2376e-09 g at index (65,93,43) at time 11.958 m.y.
Uncompensated deficit of 8.22276e-10 g at index (22,123,45) at time 11.958 m.y.
Uncompensated deficit of 9.73742e-10 g at index (39,58,93) at time 11.964 m.y.
Uncompensated deficit of 9.60046e-09 g at index (25,66,9) at time 11.968 m.y.
Uncompensated deficit of 5.5772e-09 g at index (21,123,47) at time 11.982 m.y.
Uncompensated deficit of 8.87778e-10 g at index (18,121,50) at time 11.982 m.y.
Uncompensated deficit of 9.58946e-09 g at index (19,124,52) at time 11.986 m.y.
Uncompensated deficit of 8.14068e-09 g at index (21,122,46) at time 11.988 m.y.
Uncompensated deficit of 7.14583e-09 g at index (109,122,23) at time 11.990 m.y.
Uncompensated deficit of 1.09674e-08 g at index (19,123,51) at time 11.992 m.y.
Time = 12000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.55635e-09 g at index (83,77,22) at time 12.002 m.y.
Uncompensated deficit of 1.65374e-08 g at index (19,122,50) at time 12.002 m.y.
Uncompensated deficit of 9.88188e-09 g at index (20,122,48) at time 12.006 m.y.
Uncompensated deficit of 3.37402e-09 g at index (20,123,49) at time 12.006 m.y.
Uncompensated deficit of 3.95396e-10 g at index (82,76,21) at time 12.010 m.y.
Uncompensated deficit of 3.28111e-09 g at index (21,121,44) at time 12.012 m.y.
Uncompensated deficit of 4.32414e-10 g at index (19,121,49) at time 12.012 m.y.
Uncompensated deficit of 2.02099e-08 g at index (20,124,50) at time 12.012 m.y.
Uncompensated deficit of 7.61273e-09 g at index (25,67,8) at time 12.018 m.y.
Uncompensated deficit of 1.9703e-08 g at index (20,125,51) at time 12.020 m.y.
Uncompensated deficit of 2.43333e-09 g at index (91,40,56) at time 12.022 m.y.
Uncompensated deficit of 3.93312e-09 g at index (84,77,23) at time 12.026 m.y.
Uncompensated deficit of 1.5324e-08 g at index (19,120,47) at time 12.032 m.y.
Uncompensated deficit of 2.05111e-08 g at index (20,126,52) at time 12.032 m.y.
Uncompensated deficit of 1.27399e-08 g at index (20,120,45) at time 12.034 m.y.
Uncompensated deficit of 5.479e-09 g at index (41,63,46) at time 12.034 m.y.
Uncompensated deficit of 1.50803e-09 g at index (92,41,55) at time 12.054 m.y.
Uncompensated deficit of 2.13468e-09 g at index (90,39,57) at time 12.054 m.y.
Uncompensated deficit of 5.20575e-09 g at index (116,74,20) at time 12.058 m.y.
Uncompensated deficit of 5.13426e-09 g at index (81,76,20) at time 12.058 m.y.
Uncompensated deficit of 4.82821e-10 g at index (83,74,21) at time 12.058 m.y.
Uncompensated deficit of 3.86266e-09 g at index (93,40,55) at time 12.064 m.y.
Uncompensated deficit of 1.24839e-09 g at index (83,38,67) at time 12.064 m.y.
Uncompensated deficit of 1.64102e-09 g at index (85,75,23) at time 12.072 m.y.
Uncompensated deficit of 5.84767e-09 g at index (33,58,99) at time 12.072 m.y.
Uncompensated deficit of 1.57575e-08 g at index (115,73,20) at time 12.076 m.y.
Uncompensated deficit of 4.5815e-09 g at index (84,37,67) at time 12.076 m.y.
Uncompensated deficit of 3.86668e-09 g at index (84,38,66) at time 12.078 m.y.
Uncompensated deficit of 4.42536e-09 g at index (85,38,64) at time 12.080 m.y.
Uncompensated deficit of 7.85836e-09 g at index (114,72,20) at time 12.082 m.y.
Uncompensated deficit of 1.96816e-09 g at index (85,78,24) at time 12.084 m.y.
Uncompensated deficit of 5.35162e-09 g at index (86,37,64) at time 12.084 m.y.
Uncompensated deficit of 8.08918e-09 g at index (85,37,66) at time 12.084 m.y.
Uncompensated deficit of 3.27898e-09 g at index (83,39,66) at time 12.088 m.y.
Uncompensated deficit of 6.07799e-09 g at index (84,39,63) at time 12.098 m.y.
Uncompensated deficit of 4.15633e-09 g at index (15,67,8) at time 12.102 m.y.
Uncompensated deficit of 4.33553e-11 g at index (86,36,66) at time 12.102 m.y.
Uncompensated deficit of 4.49586e-10 g at index (85,36,68) at time 12.102 m.y.
Uncompensated deficit of 5.52033e-10 g at index (87,36,64) at time 12.106 m.y.
Uncompensated deficit of 4.50452e-09 g at index (47,108,99) at time 12.106 m.y.
Uncompensated deficit of 4.91037e-09 g at index (47,109,101) at time 12.108 m.y.
Uncompensated deficit of 3.40575e-09 g at index (86,38,62) at time 12.110 m.y.
Uncompensated deficit of 4.84686e-09 g at index (46,109,99) at time 12.114 m.y.
Uncompensated deficit of 2.47057e-09 g at index (87,37,62) at time 12.118 m.y.
Uncompensated deficit of 6.1928e-09 g at index (16,67,7) at time 12.122 m.y.
Uncompensated deficit of 1.05456e-09 g at index (48,107,99) at time 12.124 m.y.
Uncompensated deficit of 5.56903e-09 g at index (14,66,9) at time 12.128 m.y.
Uncompensated deficit of 8.3251e-09 g at index (15,68,7) at time 12.134 m.y.
Uncompensated deficit of 2.36495e-09 g at index (49,107,100) at time 12.136 m.y.
Uncompensated deficit of 1.00899e-09 g at index (82,129,46) at time 12.138 m.y.
Uncompensated deficit of 9.11755e-09 g at index (87,35,66) at time 12.138 m.y.
Uncompensated deficit of 1.1126e-10 g at index (46,110,101) at time 12.138 m.y.
Uncompensated deficit of 2.64788e-09 g at index (48,109,102) at time 12.138 m.y.
Uncompensated deficit of 6.11787e-10 g at index (86,59,43) at time 12.140 m.y.
Uncompensated deficit of 6.57344e-09 g at index (15,65,9) at time 12.142 m.y.
Uncompensated deficit of 3.70649e-09 g at index (80,75,19) at time 12.142 m.y.
Uncompensated deficit of 9.73998e-09 g at index (86,58,42) at time 12.142 m.y.
Uncompensated deficit of 2.92051e-09 g at index (83,128,46) at time 12.146 m.y.
Uncompensated deficit of 3.57482e-09 g at index (88,36,62) at time 12.146 m.y.
Uncompensated deficit of 5.37174e-09 g at index (88,35,64) at time 12.148 m.y.
Uncompensated deficit of 3.30393e-09 g at index (40,74,41) at time 12.152 m.y.
Uncompensated deficit of 1.10553e-08 g at index (88,39,58) at time 12.152 m.y.
Uncompensated deficit of 1.83222e-09 g at index (45,110,100) at time 12.152 m.y.
Uncompensated deficit of 1.43648e-09 g at index (49,108,102) at time 12.152 m.y.
Uncompensated deficit of 5.85661e-09 g at index (14,74,110) at time 12.152 m.y.
Uncompensated deficit of 6.67255e-10 g at index (86,78,25) at time 12.154 m.y.
Uncompensated deficit of 4.56666e-10 g at index (40,75,40) at time 12.154 m.y.
Uncompensated deficit of 4.80696e-09 g at index (85,128,45) at time 12.160 m.y.
Uncompensated deficit of 1.97521e-10 g at index (84,127,46) at time 12.160 m.y.
Uncompensated deficit of 9.12373e-10 g at index (115,104,50) at time 12.160 m.y.
Uncompensated deficit of 1.04495e-08 g at index (87,38,60) at time 12.164 m.y.
Uncompensated deficit of 3.06147e-09 g at index (45,109,98) at time 12.166 m.y.
Uncompensated deficit of 3.79625e-09 g at index (65,110,110) at time 12.166 m.y.
Uncompensated deficit of 2.06603e-09 g at index (88,38,59) at time 12.170 m.y.
Uncompensated deficit of 7.29332e-09 g at index (88,37,60) at time 12.170 m.y.
Uncompensated deficit of 5.76151e-09 g at index (47,107,97) at time 12.170 m.y.
Uncompensated deficit of 4.7263e-09 g at index (66,109,110) at time 12.170 m.y.
Uncompensated deficit of 1.49073e-09 g at index (79,16,41) at time 12.172 m.y.
Uncompensated deficit of 9.54823e-09 g at index (89,37,59) at time 12.172 m.y.
Uncompensated deficit of 1.31452e-10 g at index (86,39,60) at time 12.172 m.y.
Uncompensated deficit of 4.63954e-09 g at index (76,17,40) at time 12.176 m.y.
Uncompensated deficit of 1.18675e-08 g at index (83,131,45) at time 12.176 m.y.
Uncompensated deficit of 6.32609e-09 g at index (77,14,42) at time 12.182 m.y.
Uncompensated deficit of 1.74735e-09 g at index (87,39,59) at time 12.184 m.y.
Uncompensated deficit of 4.57206e-09 g at index (38,74,42) at time 12.186 m.y.
Uncompensated deficit of 3.69652e-09 g at index (64,111,110) at time 12.186 m.y.
Uncompensated deficit of 2.90318e-09 g at index (89,35,62) at time 12.190 m.y.
Uncompensated deficit of 3.29474e-09 g at index (82,132,45) at time 12.192 m.y.
Uncompensated deficit of 5.4861e-09 g at index (39,76,39) at time 12.200 m.y.
Uncompensated deficit of 6.13397e-09 g at index (50,106,100) at time 12.200 m.y.
Uncompensated deficit of 3.64767e-09 g at index (61,7,13) at time 12.204 m.y.
Uncompensated deficit of 7.02094e-09 g at index (89,34,64) at time 12.206 m.y.
Uncompensated deficit of 1.78036e-10 g at index (63,109,109) at time 12.206 m.y.
Uncompensated deficit of 3.5014e-09 g at index (86,40,59) at time 12.210 m.y.
Uncompensated deficit of 7.41581e-09 g at index (48,106,97) at time 12.210 m.y.
Uncompensated deficit of 5.9062e-09 g at index (70,105,83) at time 12.218 m.y.
Uncompensated deficit of 2.61616e-09 g at index (15,25,4) at time 12.220 m.y.
Uncompensated deficit of 3.27914e-09 g at index (46,111,103) at time 12.222 m.y.
Uncompensated deficit of 1.60821e-08 g at index (65,113,111) at time 12.222 m.y.
Uncompensated deficit of 8.80129e-10 g at index (15,24,3) at time 12.224 m.y.
Uncompensated deficit of 6.09468e-09 g at index (44,111,100) at time 12.224 m.y.
Uncompensated deficit of 1.36062e-08 g at index (15,26,6) at time 12.226 m.y.
Uncompensated deficit of 2.72254e-09 g at index (73,18,39) at time 12.232 m.y.
Uncompensated deficit of 1.05056e-09 g at index (48,110,104) at time 12.232 m.y.
Uncompensated deficit of 1.06162e-08 g at index (15,27,7) at time 12.244 m.y.
Uncompensated deficit of 3.5398e-09 g at index (90,34,62) at time 12.246 m.y.
Time = 12250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 4.59983e-09 g at index (125,24,49) at time 12.252 m.y.
Uncompensated deficit of 3.07557e-09 g at index (126,24,50) at time 12.258 m.y.
Uncompensated deficit of 7.77874e-10 g at index (126,23,49) at time 12.260 m.y.
Uncompensated deficit of 3.83911e-09 g at index (70,85,96) at time 12.260 m.y.
Uncompensated deficit of 6.47465e-09 g at index (33,130,72) at time 12.268 m.y.
Uncompensated deficit of 7.04232e-09 g at index (17,118,108) at time 12.270 m.y.
Uncompensated deficit of 2.66852e-09 g at index (87,79,27) at time 12.274 m.y.
Uncompensated deficit of 1.29452e-09 g at index (18,119,107) at time 12.282 m.y.
Uncompensated deficit of 5.40669e-09 g at index (19,120,105) at time 12.284 m.y.
Uncompensated deficit of 4.74601e-09 g at index (32,132,71) at time 12.288 m.y.
Uncompensated deficit of 5.41036e-09 g at index (19,119,106) at time 12.288 m.y.
Uncompensated deficit of 1.76949e-09 g at index (18,120,106) at time 12.288 m.y.
Uncompensated deficit of 4.28199e-09 g at index (44,112,102) at time 12.290 m.y.
Uncompensated deficit of 6.74993e-09 g at index (69,87,97) at time 12.292 m.y.
Uncompensated deficit of 5.77476e-10 g at index (19,121,104) at time 12.294 m.y.
Uncompensated deficit of 1.78791e-09 g at index (19,118,107) at time 12.296 m.y.
Uncompensated deficit of 5.53364e-09 g at index (18,121,105) at time 12.298 m.y.
Uncompensated deficit of 6.05429e-09 g at index (16,120,107) at time 12.300 m.y.
Uncompensated deficit of 7.46418e-09 g at index (68,86,97) at time 12.302 m.y.
Uncompensated deficit of 3.62208e-09 g at index (88,77,27) at time 12.306 m.y.
Uncompensated deficit of 3.81741e-09 g at index (73,20,38) at time 12.306 m.y.
Uncompensated deficit of 1.08728e-08 g at index (87,80,28) at time 12.314 m.y.
Uncompensated deficit of 9.49706e-09 g at index (123,22,44) at time 12.316 m.y.
Uncompensated deficit of 2.98858e-09 g at index (18,122,104) at time 12.318 m.y.
Uncompensated deficit of 7.72167e-09 g at index (84,88,105) at time 12.318 m.y.
Uncompensated deficit of 7.83445e-09 g at index (78,11,44) at time 12.320 m.y.
Uncompensated deficit of 5.6268e-09 g at index (19,122,103) at time 12.320 m.y.
Uncompensated deficit of 4.44316e-09 g at index (88,78,28) at time 12.322 m.y.
Uncompensated deficit of 8.48028e-09 g at index (125,21,45) at time 12.322 m.y.
Uncompensated deficit of 3.90565e-09 g at index (124,22,45) at time 12.324 m.y.
Uncompensated deficit of 4.43439e-09 g at index (85,86,104) at time 12.324 m.y.
Uncompensated deficit of 4.34298e-09 g at index (22,119,104) at time 12.330 m.y.
Uncompensated deficit of 7.41255e-09 g at index (88,79,30) at time 12.336 m.y.
Uncompensated deficit of 8.73922e-09 g at index (22,120,103) at time 12.338 m.y.
Uncompensated deficit of 7.94411e-09 g at index (22,118,105) at time 12.338 m.y.
Uncompensated deficit of 3.03803e-09 g at index (46,96,59) at time 12.340 m.y.
Uncompensated deficit of 7.03741e-09 g at index (32,134,70) at time 12.340 m.y.
Uncompensated deficit of 6.90195e-09 g at index (20,63,6) at time 12.346 m.y.
Uncompensated deficit of 1.7486e-09 g at index (96,15,22) at time 12.346 m.y.
Uncompensated deficit of 7.03161e-09 g at index (70,18,38) at time 12.346 m.y.
Uncompensated deficit of 1.4287e-09 g at index (65,78,115) at time 12.348 m.y.
Uncompensated deficit of 1.98697e-09 g at index (66,78,116) at time 12.348 m.y.
Uncompensated deficit of 1.12542e-08 g at index (41,71,45) at time 12.350 m.y.
Uncompensated deficit of 1.18309e-09 g at index (18,123,103) at time 12.350 m.y.
Uncompensated deficit of 1.74316e-09 g at index (20,64,5) at time 12.352 m.y.
Uncompensated deficit of 2.78049e-09 g at index (97,14,23) at time 12.352 m.y.
Uncompensated deficit of 6.79475e-09 g at index (47,97,60) at time 12.356 m.y.
Uncompensated deficit of 1.73412e-09 g at index (22,117,106) at time 12.356 m.y.
Uncompensated deficit of 2.60695e-09 g at index (22,121,102) at time 12.358 m.y.
